Rank,Company Code,Company Name,Price,Change,Percent,Market,Year
"1,452",-,AXI,Axiom Properties Ltd,$0.059,0.00,0.00%,$25.53 M
"1,453",EINC,Betashares Legg Mason Equity Income Fund (Managed Fund),$7.34,+0.18,+2.51%,$25.44 M,-15.24%
"1,454",IVZ,Invictus Energy Ltd,$0.054,+0.003,+5.88%,$25.43 M,+100.00%
"1,455",-,AVC,Auctus Investment Group Ltd,$0.43,0.00,0.00%,$25.34 M
"1,456",WNR,Wingara AG Ltd,$0.19,-0.005,-2.56%,$25.19 M,-37.71%
"1,457",-,CLI,Croplogic Ltd,$0.031,0.00,0.00%,$25.12 M
"1,458",-,SCL,Schrole Group Ltd,$0.017,0.00,0.00%,$25.04 M
"1,459",8CO,8COMMON Ltd,$0.125,+0.01,+8.70%,$25.03 M,+43.68%
"1,460",-,BGT,Bio-Gene Technology Ltd,$0.165,0.00,0.00%,$25.02 M
"1,461",ISD,Isentia Group Ltd,$0.125,-0.06,-32.43%,$25.00 M,-66.67%
"1,462",CLA,Celsius Resources Ltd,$0.032,+0.002,+6.67%,$24.97 M,+128.57%
"1,463",GLN,Galan Lithium Ltd,$0.12,+0.01,+9.09%,$24.87 M,-33.33%
"1,464",-,LNG,Liquefied Natural Gas Ltd,$0.043,0.00,0.00%,$24.80 M
"1,465",SNG,Siren Gold Ltd,$0.42,+0.005,+1.21%,$24.66 M,-6.67%
"1,466",-,EMB,Embelton Ltd,$11.40,0.00,0.00%,$24.60 M
"1,467",-,1AD,Adalta Ltd,$0.10,0.00,0.00%,$24.52 M
"1,468",CAV,Carnavale Resources Ltd,$0.012,+0.001,+9.09%,$24.48 M,+500.00%
"1,469",-,CT1,Constellation Technologies Ltd,$0.018,0.00,0.00%,$24.44 M
"1,470",-,AGX1,Antipodes Global Shares (Quoted Managed Fund),$5.23,0.00,0.00%,$24.41 M
"1,471",-,ECP,ECP Emerging Growth Ltd,$1.33,0.00,0.00%,$24.36 M
"1,472",SPQ,Superior Resources Ltd,$0.021,-0.002,-8.70%,$24.32 M,+220.00%
"1,473",-,MRG,Murray River Organics Group Ltd,$0.011,0.00,0.00%,$24.26 M
"1,474",SE1,Sensera Ltd,$0.075,-0.004,-5.06%,$24.16 M,+22.95%
"1,475",-,MMJ,MMJ Group Holdings Ltd,$0.105,0.00,0.00%,$24.15 M
"1,476",MR1,Montem Resources Ltd,$0.15,+0.01,+7.14%,$24.11 M,-40.00%
"1,477",CXU,Cauldron Energy Ltd,$0.061,+0.003,+5.17%,$23.99 M,+238.89%
"1,478",VOR,Vortiv Ltd,$0.17,+0.008,+4.94%,$23.89 M,-22.73%
"1,479",-,ATR,Astron Corporation Ltd,$0.195,0.00,0.00%,$23.88 M
"1,480",HEUR,Betashares Europe ETF-Currency Hedged,$10.26,+0.24,+2.40%,$23.78 M,-22.86%
"1,481",BAR,Barra Resources Ltd,$0.035,+0.005,+16.67%,$23.61 M,+66.67%
"1,482",FFT,Future First Technologies Ltd,$0.047,+0.001,+2.17%,$23.55 M,+2.17%
"1,483",COB,Cobalt Blue Holdings Ltd,$0.099,-0.001,-1.00%,$23.51 M,-29.29%
"1,484",ASN,Anson Resources Ltd,$0.03,+0.001,+3.45%,$23.50 M,-6.25%
"1,485",ACW,Actinogen Medical Ltd,$0.021,-0.001,-4.55%,$23.44 M,-38.78%
"1,486",-,COY,Coppermoly Ltd,$0.011,0.00,0.00%,$23.40 M
"1,487",CRS,Caprice Resources Ltd,$0.38,-0.01,-2.56%,$23.37 M,+228.44%
"1,488",KRM,Kingsrose Mining Ltd,$0.032,-0.001,-3.03%,$23.36 M,-13.51%
"1,489",CETF,Vaneck Vectors Ftse China A50 ETF,$67.45,+0.34,+0.51%,$23.35 M,+13.74%
"1,490",SYA,Sayona Mining Ltd,$0.008,+0.001,+14.29%,$23.30 M,-18.18%
"1,491",VMX,Valmec Ltd,$0.185,+0.005,+2.78%,$23.26 M,-33.93%
"1,492",-,EFF,Evans & Partners Australian Flagship Fund,$1.51,0.00,0.00%,$23.22 M
"1,493",-,NXM,Nexus Minerals Ltd,$0.12,0.00,0.00%,$23.20 M
"1,494",HRR,Heron Resources Ltd,$0.054,+0.002,+3.85%,$23.15 M,-68.24%
"1,495",EHX,Ehr Resources Ltd,$0.093,+0.002,+2.20%,$23.13 M,+158.33%
"1,496",-,TSL,Titanium Sands Ltd,$0.043,0.00,0.00%,$23.10 M
"1,497",AS1,Angel Seafood Holdings Ltd,$0.175,-0.005,-2.78%,$23.10 M,-12.50%
"1,498",AFL,Af Legal Group Ltd,$0.375,+0.005,+1.35%,$23.07 M,+102.70%
"1,499",KNO,Knosys Ltd,$0.155,-0.005,-3.13%,$23.07 M,+68.48%
"1,500",BPH,BPH Energy Ltd,$0.042,+0.001,+2.44%,$23.05 M,+142.13%
"1,501",AVR,Anteris Technologies Ltd,$3.89,-0.03,-0.77%,$22.99 M,-40.15%
"1,502",QMIX,SPDR MSCI World Quality MIX Fund,$20.62,+0.2,+0.98%,$22.96 M,-6.06%
"1,503",SCN,Scorpion Minerals Ltd,$0.10,+0.006,+6.38%,$22.95 M,+809.09%
"1,504",TAR,Taruga Minerals Ltd,$0.05,-0.002,-3.85%,$22.86 M,+146.15%
"1,505",-,GFL,Global Masters Fund Ltd,$2.13,0.00,0.00%,$22.84 M
"1,506",NSB,Neuroscientific Biopharmaceuticals Ltd,$0.29,-0.01,-3.33%,$22.79 M,+28.89%
"1,507",WFL,Wellfully Ltd,$0.155,+0.005,+3.33%,$22.71 M,+933.33%
"1,508",-,HSC,HSC Technology Group Ltd,$0.015,0.00,0.00%,$22.63 M
"1,509",-,SSO,SPDR S&P/ASX Small Ordinaries Fund,$14.89,0.00,0.00%,$22.61 M
"1,510",-,DCL,Domacom Ltd,$0.074,0.00,0.00%,$22.58 M
"1,511",-,MSL,MSL Solutions Ltd,$0.07,0.00,0.00%,$22.56 M
"1,512",SUP,Superior Lake Resources Ltd,$0.14,+0.005,+3.70%,$22.55 M,+27.27%
"1,513",-,VBS,Vectus Biosystems Ltd,$0.95,0.00,0.00%,$22.48 M
"1,514",AMG,Ausmex Mining Group Ltd,$0.041,+0.001,+2.50%,$22.45 M,-54.44%
"1,515",C6C,Copper Mountain Mining Corporation,$1.17,+0.07,+6.36%,$22.41 M,+67.14%
"1,516",HCT,Holista Colltech Ltd,$0.081,-0.001,-1.22%,$22.30 M,+14.09%
"1,517",-,CCE,Carnegie Clean Energy Ltd,$0.002,0.00,0.00%,$22.28 M
"1,518",-,BTC,BTC Health Ltd,$0.09,0.00,0.00%,$22.15 M
"1,519",KNM,Kneomedia Ltd,$0.024,-0.001,-4.00%,$22.04 M,-29.41%
"1,520",MTC,Metalstech Ltd,$0.15,-0.01,-6.25%,$21.99 M,+837.50%
"1,521",INES,Intelligent Investor Ethical Share Fund (Managed Fund),$3.01,+0.04,+1.35%,$21.85 M,+17.12%
"1,522",CVV,Caravel Minerals Ltd,$0.086,-0.004,-4.44%,$21.76 M,+115.00%
"1,523",DDD,3D Resources Ltd,$0.006,-0.001,-14.29%,$21.69 M,+500.00%
"1,524",HGO,Hillgrove Resources Ltd,$0.037,+0.003,+8.82%,$21.67 M,-49.32%
"1,525",-,GMR,Golden Rim Resources Ltd,$0.012,0.00,0.00%,$21.50 M
"1,526",-,ATX,Amplia Therapeutics Ltd,$0.20,0.00,0.00%,$21.49 M
"1,527",MWR,MGM Wireless Ltd,$0.13,-0.005,-3.70%,$21.47 M,-59.63%
"1,528",TLM,Talisman Mining Ltd,$0.115,+0.01,+9.52%,$21.46 M,+15.00%
"1,529",AUMF,Ishares Edge MSCI Australia Multifactor ETF,$27.97,+0.53,+1.93%,$21.45 M,-6.33%
"1,530",WSI,Weststar Industrial Ltd,$0.022,+0.001,+4.76%,$21.43 M,-4.35%
"1,531",RENT,AMP Capital Global Prop Sec Fund (Unhedged) (Managed Fund),$2.55,+0.04,+1.59%,$21.41 M,-17.48%
"1,532",FSG,Field Solutions Holdings Ltd,$0.04,-0.001,-2.44%,$21.22 M,+53.85%
"1,533",TNR,Torian Resources Ltd,$0.029,-0.001,-3.33%,$21.21 M,+115.77%
"1,534",-,TV2,TV2U International Ltd,$0.008,0.00,0.00%,$21.21 M
"1,535",VRC,Volt Resources Ltd,$0.01,-0.001,-9.09%,$21.17 M,-8.50%
"1,536",-,CG1,Carbonxt Group Ltd,$0.175,0.00,0.00%,$21.12 M
"1,537",WEMG,SPDR S&P Emerging Markets Fund,$22.98,+0.32,+1.41%,$21.10 M,+1.10%
"1,538",-,TI1,Tombador Iron Ltd,$0.028,0.00,0.00%,$21.09 M
"1,539",TAS,Tasman Resources Ltd,$0.036,+0.002,+5.88%,$21.05 M,-27.17%
"1,540",-,OAU,Ora Gold Ltd,$0.025,0.00,0.00%,$21.02 M
"1,541",ACU,Acumentis Group Ltd,$0.135,-0.005,-3.57%,$21.02 M,-10.00%
"1,542",-,TD1,Tali Digital Ltd,$0.028,0.00,0.00%,$20.98 M
"1,543",-,EME,Energy Metals Ltd,$0.10,0.00,0.00%,$20.97 M
"1,544",CURE,ETFs S&P Biotech ETF,$61.32,+0.33,+0.54%,$20.97 M,+22.79%
"1,545",ASQ,Australian Silica Quartz Group Ltd,$0.078,-0.005,-6.02%,$20.90 M,+85.71%
"1,546",-,MOB,Mobilicom Ltd,$0.081,0.00,0.00%,$20.89 M
"1,547",SAU,Southern Gold Ltd,$0.105,+0.005,+5.00%,$20.87 M,-57.14%
"1,548",-,EBND,Vaneck Emerging Inc Opportunities Active ETF (Managed Fund),$11.38,0.00,0.00%,$20.86 M
"1,549",-,JAT,Jatcorp Ltd,$0.021,0.00,0.00%,$20.83 M
"1,550",2BE,Tubi Ltd,$0.067,+0.001,+1.52%,$20.79 M,-46.81%
"1,551",-,IQ3,IQ3CORP Ltd,$0.20,0.00,0.00%,$20.79 M
"1,552",-,HGL,Hudson Investment Group Ltd,$0.35,0.00,0.00%,$20.78 M
"1,553",SVA,Simavita Ltd,$0.018,+0.001,+5.88%,$20.77 M,+125.00%
"1,554",RLT,Renergen Ltd,$1.20,+0.05,+4.35%,$20.75 M,+50.00%
"1,555",TTI,Traffic Technologies Ltd,$0.043,-0.001,-2.27%,$20.74 M,+138.89%
"1,556",EIGA,Einvest Income Generator Fund (Managed Fund),$3.18,+0.05,+1.60%,$20.56 M,-18.04%
"1,557",KIS,King Island Scheelite Ltd,$0.077,-0.01,-11.49%,$20.38 M,+10.00%
"1,558",IKW,Ikwezi Mining Ltd,$0.005,+0.001,+25.00%,$20.33 M,+400.00%
"1,559",TYM,TYMLEZ Group Ltd,$0.092,-0.008,-8.00%,$20.21 M,+118.08%
"1,560",-,DXN,DXN Ltd,$0.019,0.00,0.00%,$20.16 M
"1,561",SRN,Surefire Resources NL,$0.032,-0.003,-8.57%,$20.10 M,+357.14%
"1,562",-,TPP,Tempo Australia Ltd,$0.055,0.00,0.00%,$19.95 M
"1,563",-,EQE,EQUUS Mining Ltd,$0.011,0.00,0.00%,$19.81 M
"1,564",BUG,Buderim Group Ltd,$0.23,+0.015,+6.98%,$19.79 M,+27.78%
"1,565",-,RIM,Rimfire Pacific Mining NL,$0.011,0.00,0.00%,$19.72 M
"1,566",-,EMU,EMU NL,$0.059,0.00,0.00%,$19.68 M
"1,567",-,BPP,Babylon Pump & Power Ltd,$0.023,0.00,0.00%,$19.59 M
"1,568",PEC,Perpetual Resources Ltd,$0.044,-0.001,-2.22%,$19.58 M,+46.67%
"1,569",-,VEFI,Vanguard Ethically Conscious GLB Agg Bond INDEX (Hedged) ETF,$53.47,0.00,0.00%,$19.55 M
"1,570",-,WCG,Webcentral Group Ltd,$0.16,0.00,0.00%,$19.54 M
"1,571",SRK,Strike Resources Ltd,$0.094,+0.004,+4.44%,$19.47 M,+141.03%
"1,572",PVE,Po Valley Energy Ltd,$0.03,+0.002,+7.14%,$19.42 M,-41.18%
"1,573",NSM,North Stawell Minerals Ltd,$0.485,+0.005,+1.04%,$19.40 M,-1.02%
"1,574",-,MAUCA,Magnetic Resources NL,$0.95,0.00,0.00%,$19.40 M
"1,575",GLH,Global Health Ltd,$0.46,+0.07,+17.95%,$19.37 M,+196.77%
"1,576",CGB,Cann Global Ltd,$0.005,-0.001,-16.67%,$19.36 M,-78.26%
"1,577",-,SIT,Site Group International Ltd,$0.023,0.00,0.00%,$19.35 M
"1,578",-,TPO,Tian Poh Resources Ltd,$0.05,0.00,0.00%,$19.33 M
"1,579",-,MSE,Metalsearch Ltd,$0.014,0.00,0.00%,$19.31 M
"1,580",OLI,Oliver's Real Food Ltd,$0.071,+0.006,+9.23%,$19.22 M,+61.36%
"1,581",WC8,Wildcat Resources Ltd,$0.038,+0.001,+2.70%,$19.08 M,+72.73%
"1,582",RPM,RPM Automotive Group Ltd,$0.21,+0.02,+10.53%,$19.07 M,+35.48%
"1,583",KTA,Krakatoa Resources Ltd,$0.069,-0.004,-5.48%,$19.04 M,+53.33%
"1,584",SW1,Swift Media Ltd,$0.043,+0.005,+13.16%,$19.02 M,-66.50%
"1,585",PWN,Parkway Minerals NL,$0.01,-0.002,-16.67%,$19.01 M,+66.67%
"1,586",FIJ,Fiji Kava Ltd,$0.175,+0.01,+6.06%,$18.95 M,+84.21%
"1,587",-,NWE,Norwest Energy NL,$0.004,0.00,0.00%,$18.94 M
"1,588",RGL,Riversgold Ltd,$0.048,+0.009,+23.08%,$18.80 M,+269.23%
"1,589",FOOD,Betashares Global Agriculture ETF - Currency Hedged,$5.50,+0.1,+1.85%,$18.79 M,-4.51%
"1,590",-,CCG,Commschoice Group Ltd,$0.098,0.00,0.00%,$18.76 M
"1,591",MIL,Millennium Services Group Ltd,$0.405,-0.005,-1.22%,$18.60 M,+26.56%
"1,592",-,JAY,Jayride Group Ltd,$0.16,0.00,0.00%,$18.57 M
"1,593",-,CAG,Cape Range Ltd,$0.195,0.00,0.00%,$18.51 M
"1,594",-,GRL,Godolphin Resources Ltd,$0.27,0.00,0.00%,$18.45 M
"1,595",CORE,ETFs Global Core Infrastructure ETF,$45.97,+0.35,+0.77%,$18.42 M,-25.24%
"1,596",-,MGL,Magontec Ltd,$0.016,0.00,0.00%,$18.41 M
"1,597",-,VPR,Volt Power Group Ltd,$0.002,0.00,0.00%,$18.34 M
"1,598",-,ANA,Ansila Energy NL,$0.036,0.00,0.00%,$18.32 M
"1,599",ACB,A-Cap Energy Ltd,$0.021,+0.001,+5.00%,$18.31 M,-16.00%
"1,600",-,OGA,Ocean Grown Abalone Ltd,$0.091,0.00,0.00%,$18.27 M
"1,601",-,NGE,NGE Capital Ltd,$0.49,0.00,0.00%,$18.21 M
"1,602",-,RNU,Renascor Resources Ltd,$0.011,0.00,0.00%,$18.12 M
"1,603",-,NVO,Nvoi Ltd,$0.01,0.00,0.00%,$18.07 M
"1,604",-,AZI,Alta ZINC Ltd,$0.005,0.00,0.00%,$18.05 M
"1,605",-,PSL,Paterson Resources Ltd,$0.004,0.00,0.00%,$18.02 M
"1,606",FPP,Fat Prophets Global Property Fund,$0.79,+0.03,+3.95%,$17.99 M,-18.01%
"1,607",INP,Incentiapay Ltd,$0.025,+0.002,+8.70%,$17.96 M,+8.70%
"1,608",-,WEL,Winchester Energy Ltd,$0.026,0.00,0.00%,$17.91 M
"1,609",CPH,Creso Pharma Ltd,$0.026,+0.001,+4.00%,$17.90 M,-87.32%
"1,610",-,CY5,CYGNUS Gold Ltd,$0.17,0.00,0.00%,$17.85 M
"1,611",KFE,Kogi Iron Ltd,$0.023,-0.001,-4.17%,$17.81 M,-48.89%
"1,612",TKM,Trek Metals Ltd,$0.084,+0.007,+9.09%,$17.64 M,+180.00%
"1,613",-,UCW,UCW Ltd,$0.15,0.00,0.00%,$17.63 M
"1,614",-,AQD,Ausquest Ltd,$0.026,0.00,0.00%,$17.61 M
"1,615",VGMF,Vanguard Global Multi-Factor Active ETF (Managed Fund),$47.30,+0.55,+1.18%,$17.52 M,-9.60%
"1,616",BCC,Beam Communications Holdings Ltd,$0.265,+0.005,+1.92%,$17.51 M,+39.47%
"1,617",MAN,Mandrake Resources Ltd,$0.058,+0.001,+1.75%,$17.48 M,+314.29%
"1,618",LLO,Lion One Metals Ltd,$1.74,-0.06,-3.33%,$17.48 M,+76.65%
"1,619",-,ARE,Argonaut Resources NL,$0.006,0.00,0.00%,$17.48 M
"1,620",ICS,Icsglobal Ltd,$1.66,+0.02,+1.22%,$17.47 M,+11.79%
"1,621",NPM,Newpeak Metals Ltd,$0.004,+0.001,+33.33%,$17.46 M,+33.33%
"1,622",PXX,Polarx Ltd,$0.032,+0.002,+6.67%,$17.33 M,-56.76%
"1,623",-,TIA,Tian An Australia Ltd,$0.20,0.00,0.00%,$17.32 M
"1,624",ICG,Inca Minerals Ltd,$0.049,+0.003,+6.52%,$17.28 M,+27.51%
"1,625",CNL,Celamin Holdings Ltd,$0.089,+0.008,+9.88%,$17.27 M,+27.14%
"1,626",VOL,Victory Offices Ltd,$0.21,-0.005,-2.33%,$17.18 M,-89.83%
"1,627",-,VIG,Victor Group Holdings Ltd,$0.03,0.00,0.00%,$17.17 M
"1,628",DTM,Dart Mining NL,$0.195,+0.025,+14.71%,$17.11 M,+67.98%
"1,629",CNJ,Conico Ltd,$0.029,+0.003,+11.54%,$17.05 M,+262.50%
"1,630",PGM,Platina Resources Ltd,$0.042,-0.002,-4.55%,$16.97 M,+75.00%
"1,631",TRT,Todd River Resources Ltd,$0.035,+0.002,+6.06%,$16.92 M,+9.38%
"1,632",RMX,Red Mountain Mining Ltd,$0.015,-0.001,-6.25%,$16.91 M,+87.50%
"1,633",-,ERG,Eneco Refresh Ltd,$0.062,0.00,0.00%,$16.89 M
"1,634",RDN,Raiden Resources Ltd,$0.03,+0.002,+7.14%,$16.81 M,+328.57%
"1,635",PFG,Prime Financial Group Ltd,$0.086,+0.003,+3.61%,$16.80 M,+7.50%
"1,636",INCM,Betashares Global Income Leaders ETF,$12.39,+0.3,+2.48%,$16.75 M,-25.00%
"1,637",-,RNT,Rent.com.Au Ltd,$0.049,0.00,0.00%,$16.65 M
"1,638",IP1,Integrated Payment Technologies Ltd,$0.029,-0.001,-3.33%,$16.62 M,+132.18%
"1,639",GUL,Gullewa Ltd,$0.105,-0.01,-8.70%,$16.58 M,+275.00%
"1,640",-,CHK,Cohiba Minerals Ltd,$0.016,0.00,0.00%,$16.57 M
"1,641",ESPO,Vaneck Vectors Video Gaming and Esports ETF,$10.33,+0.04,+0.39%,$16.53 M,+2.48%
"1,642",-,DAU,Dampier Gold Ltd,$0.058,0.00,0.00%,$16.53 M
"1,643",GRV,Greenvale Mining Ltd,$0.061,+0.004,+7.02%,$16.52 M,+160.81%
"1,644",JDR,Jadar Resources Ltd,$0.027,-0.001,-3.57%,$16.47 M,+125.00%
"1,645",-,DTR,Dateline Resources Ltd,$0.002,0.00,0.00%,$16.42 M
"1,646",-,AJY,Asaplus Resources Ltd,$0.12,0.00,0.00%,$16.32 M
"1,647",TMR,Tempus Resources Ltd,$0.205,-0.005,-2.38%,$16.30 M,+5.13%
"1,648",-,NGY,Nuenergy Gas Ltd,$0.011,0.00,0.00%,$16.29 M
"1,649",UUL,Ultima United Ltd,$0.555,+0.005,+0.91%,$16.28 M,"+2,120.00%"
"1,650",-,RLG,Roolife Group Ltd,$0.028,0.00,0.00%,$16.23 M
"1,651",-,MXR,Maximus Resources Ltd,$0.135,0.00,0.00%,$16.18 M
"1,652",LRS,Latin Resources Ltd,$0.016,+0.001,+6.67%,$16.09 M,+66.23%
"1,653",KMT,Kopore Metals Ltd,$0.025,+0.001,+4.17%,$16.07 M,+400.00%
"1,654",WCN,White Cliff Minerals Ltd,$0.031,+0.005,+19.23%,$16.01 M,+520.00%
"1,655",AVE,Avecho Biotechnology Ltd,$0.01,-0.001,-9.09%,$15.97 M,+150.00%
"1,656",-,ASP,Aspermont Ltd,$0.007,0.00,0.00%,$15.94 M
"1,657",-,DVN,Devine Ltd,$0.10,0.00,0.00%,$15.87 M
"1,658",AUL,Austar Gold Ltd,$0.295,+0.005,+1.72%,$15.86 M,"+14,937.20%"
"1,659",-,GES,Genesis Resources Ltd,$0.02,0.00,0.00%,$15.66 M
"1,660",IBG,Ironbark ZINC Ltd,$0.017,-0.002,-10.53%,$15.65 M,+21.43%
"1,661",-,CM8,Crowd Media Holdings Ltd,$0.04,0.00,0.00%,$15.60 M
"1,662",-,ELE,Elmore Ltd,$0.069,0.00,0.00%,$15.59 M
"1,663",ELT,Elementos Ltd,$0.005,+0.001,+25.00%,$15.53 M,+150.00%
"1,664",POU,Betashares British Pound ETF,$17.80,-0.07,-0.39%,$15.53 M,-2.68%
"1,665",-,MCM,MC Mining Ltd,$0.10,0.00,0.00%,$15.44 M
"1,666",-,MGU,Magnum Mining and Exploration Ltd,$0.048,0.00,0.00%,$15.42 M
"1,667",M2R,Miramar Resources Ltd,$0.365,+0.02,+5.80%,$15.41 M,-12.05%
"1,668",-,TDO,3D Oil Ltd,$0.058,0.00,0.00%,$15.38 M
"1,669",1ST,1ST Group Ltd,$0.036,-0.004,-10.00%,$15.29 M,-42.86%
"1,670",-,HNG,HGL Ltd,$0.155,0.00,0.00%,$15.19 M
"1,671",-,CAZ,Cazaly Resources Ltd,$0.043,0.00,0.00%,$15.13 M
"1,672",-,BEE,Broo Ltd,$0.016,0.00,0.00%,$14.98 M
"1,673",GBE,Globe Metals & Mining Ltd,$0.032,+0.003,+10.35%,$14.91 M,+33.33%
"1,674",NZS,New Zealand Coastal Seafoods Ltd,$0.025,+0.002,+8.70%,$14.89 M,+58.37%
"1,675",-,MCE,Matrix Composites & Engineering Ltd,$0.145,0.00,0.00%,$14.84 M
"1,676",-,NYR,Nyrada Inc,$0.195,0.00,0.00%,$14.83 M
"1,677",AYM,Australia United Mining Ltd,$0.008,-0.003,-27.27%,$14.74 M,+700.00%
"1,678",-,TDY,Thedocyard Ltd,$0.19,0.00,0.00%,$14.74 M
"1,679",-,AEV,Avenira Ltd,$0.017,0.00,0.00%,$14.67 M
"1,680",-,AMT,Allegra Orthopaedics Ltd,$0.14,0.00,0.00%,$14.62 M
"1,681",ARO,Astro Resources NL,$0.005,+0.001,+25.00%,$14.53 M,+66.67%
"1,682",FAU,First Au Ltd,$0.027,+0.003,+12.50%,$14.53 M,+80.00%
"1,683",-,LPE,Locality Planning Energy Holdings Ltd,$0.23,0.00,0.00%,$14.46 M
"1,684",TPC,TPC Consolidated Ltd,$1.285,-0.005,-0.39%,$14.44 M,+42.78%
"1,685",-,ICE,Icetana Ltd,$0.14,0.00,0.00%,$14.38 M
"1,686",-,SCT,Scout Security Ltd,$0.15,0.00,0.00%,$14.35 M
"1,687",ABX,Australian Bauxite Ltd,$0.095,-0.01,-9.52%,$14.27 M,-17.39%
"1,688",-,ADR,Adherium Ltd,$0.021,0.00,0.00%,$14.25 M
"1,689",-,MBK,Metal Bank Ltd,$0.012,0.00,0.00%,$14.21 M
"1,690",FEL,Fe Ltd,$0.028,+0.001,+3.70%,$14.20 M,+75.00%
"1,691",ID8,Identitii Ltd,$0.13,+0.005,+4.00%,$14.17 M,-62.86%
"1,692",AON,Apollo Minerals Ltd,$0.042,+0.001,+2.44%,$14.12 M,+35.48%
"1,693",-,ODY,Odyssey Energy Ltd,$0.043,0.00,0.00%,$14.08 M
"1,694",-,NME,NEX Metals Exploration Ltd,$0.058,0.00,0.00%,$13.97 M
"1,695",-,NTL,New Talisman Gold Mines Ltd,$0.005,0.00,0.00%,$13.96 M
"1,696",ODA,Orcoda Ltd,$0.12,-0.015,-11.11%,$13.92 M,-52.00%
"1,697",-,HNR,Hannans Ltd,$0.007,0.00,0.00%,$13.92 M
"1,698",-,VMG,VDM Group Ltd,$0.002,0.00,0.00%,$13.86 M
"1,699",CXZ,Connexion Telematics Ltd,$0.016,+0.001,+6.67%,$13.81 M,-36.00%
"1,700",-,MBM,Mobecom Ltd,$0.042,0.00,0.00%,$13.78 M
"1,701",HMD,Heramed Ltd,$0.125,-0.005,-3.85%,$13.76 M,-24.24%
"1,702",-,AVW,Avira Resources Ltd,$0.01,0.00,0.00%,$13.75 M
"1,703",-,IS3,I Synergy Group Ltd,$0.075,0.00,0.00%,$13.75 M
"1,704",-,HXG,Hexagon Energy Materials Ltd,$0.047,0.00,0.00%,$13.74 M
"1,705",MEL,Metgasco Ltd,$0.025,-0.001,-3.85%,$13.74 M,-43.18%
"1,706",AFR,African Energy Resources Ltd,$0.022,+0.002,+10.00%,$13.71 M,+57.14%
"1,707",PUA,Peak Minerals Ltd,$0.025,+0.002,+8.70%,$13.69 M,+65.76%
"1,708",-,FEI,Fe Investments Group Ltd,$0.06,0.00,0.00%,$13.57 M
"1,709",-,GNM,Great Northern Minerals Ltd,$0.015,0.00,0.00%,$13.54 M
"1,710",-,CGN,Crater Gold Mining Ltd,$0.011,0.00,0.00%,$13.50 M
"1,711",SLZ,Sultan Resources Ltd,$0.23,+0.005,+2.22%,$13.48 M,+253.85%
"1,712",-,AVQ,Axiom Mining Ltd,$0.025,0.00,0.00%,$13.48 M
"1,713",-,BDG,Black Dragon Gold Corp,$0.10,0.00,0.00%,$13.44 M
"1,714",DDB,Dynamic Drill and Blast Holdings Ltd,$0.46,-0.02,-4.17%,$13.43 M,+2.22%
"1,715",HWK,Hawkstone Mining Ltd,$0.011,-0.001,-8.33%,$13.42 M,+10.00%
"1,716",-,OLH,Oldfields Holdings Ltd,$0.08,0.00,0.00%,$13.42 M
"1,717",-,AMO,Ambertech Ltd,$0.175,0.00,0.00%,$13.38 M
"1,718",-,CLZ,Classic Minerals Ltd,$0.001,0.00,0.00%,$13.34 M
"1,719",NAE,New Age Exploration Ltd,$0.012,+0.001,+9.09%,$13.33 M,+300.00%
"1,720",ESS,Essential Metals Ltd,$0.088,-0.002,-2.22%,$13.28 M,-32.31%
"1,721",KAM,K2 Asset Management Holdings Ltd,$0.055,-0.002,-3.51%,$13.26 M,+22.22%
"1,722",-,TPS,Threat Protect Australia Ltd,$0.055,0.00,0.00%,$13.25 M
"1,723",-,VIC,Victory Mines Ltd,$0.003,0.00,0.00%,$13.25 M
"1,724",-,MSR,Manas Resources Ltd,$0.005,0.00,0.00%,$13.22 M
"1,725",-,IDA,Indiana Resources Ltd,$0.057,0.00,0.00%,$13.17 M
"1,726",-,SRI,Sipa Resources Ltd,$0.074,0.00,0.00%,$13.16 M
"1,727",BUY,Bounty Oil & Gas NL,$0.012,-0.001,-7.69%,$13.16 M,+200.00%
"1,728",JXT,Jaxsta Ltd,$0.082,+0.009,+12.33%,$13.16 M,-71.72%
"1,729",-,CE1,Calima Energy Ltd,$0.006,0.00,0.00%,$13.15 M
"1,730",CDY,Cellmid Ltd,$0.105,+0.005,+5.00%,$13.15 M,-50.00%
"1,731",ETPMPM,ETFs Group,$213.00,-0.01,-0.01%,$13.10 M,+21.11%
"1,732",GSM,Golden State Mining Ltd,$0.26,+0.01,+4.00%,$13.06 M,+225.00%
"1,733",-,TPD,Talon Petroleum Ltd,$0.003,0.00,0.00%,$13.06 M
"1,734",-,MNB,Minbos Resources Ltd,$0.002,0.00,0.00%,$13.01 M
"1,735",TEG,Triangle Energy (Global) Ltd,$0.023,-0.009,-28.13%,$12.98 M,-55.77%
"1,736",-,SIV,SIV Capital Ltd,$0.33,0.00,0.00%,$12.96 M
"1,737",ONX,Orminex Ltd,$0.024,+0.003,+14.29%,$12.94 M,-70.00%
"1,738",-,AIR,Astivita Ltd,$0.68,0.00,0.00%,$12.93 M
"1,739",-,ECG,Ecargo Holdings Ltd,$0.021,0.00,0.00%,$12.92 M
"1,740",LSR,Lodestar Minerals Ltd,$0.015,+0.002,+15.39%,$12.79 M,+87.50%
