Rank,Company Code,Company Name,Price,Change,Percent,Market,Year
580,QVE,QV Equities Ltd,$0.865,+0.01,+1.17%,$217.73 M,-15.20%
581,AYS,Amaysim Australia Ltd,$0.735,-0.01,-1.34%,$216.91 M,+93.42%
582,NZK,New Zealand King Salmon Investments Ltd,$1.56,-0.005,-0.32%,$216.82 M,-26.76%
583,-,JRV,Jervois Mining Ltd,$0.28,0.00,0.00%,$216.19 M
584,SVL,Silver Mines Ltd,$0.21,+0.015,+7.69%,$215.56 M,+100.00%
585,PAN,Panoramic Resources Ltd,$0.105,-0.005,-4.55%,$215.35 M,-67.43%
586,-,MLD,Maca Ltd,$0.80,0.00,0.00%,$214.41 M
587,AVJ,Avjennings Ltd,$0.525,+0.025,+5.00%,$213.27 M,-11.77%
588,FLN,Freelancer Ltd,$0.47,-0.005,-1.05%,$212.10 M,-38.16%
589,CYL,Catalyst Metals Ltd,$2.55,-0.05,-1.92%,$210.12 M,+0.39%
590,-,AJM,Altura Mining Ltd,$0.07,0.00,0.00%,$209.04 M
591,DCN,Dacian Gold Ltd,$0.375,+0.02,+5.63%,$208.69 M,-75.00%
592,-,3DP,Pointerra Ltd,$0.31,0.00,0.00%,$207.93 M
593,-,BWR,Blackwall Property Trust,$1.40,0.00,0.00%,$207.92 M
594,A4N,Alpha Hpa Ltd,$0.305,+0.005,+1.67%,$207.52 M,+103.33%
595,SVY,Stavely Minerals Ltd,$0.795,+0.015,+1.92%,$207.46 M,-37.40%
596,ECF,Elanor Commercial Property Fund,$1.01,-0.01,-0.98%,$206.44 M,-17.21%
597,KSL,Kina Securities Ltd,$0.75,+0.015,+2.04%,$206.40 M,-44.90%
598,CLQ,Clean TEQ Holdings Ltd,$0.275,+0.01,+3.77%,$205.28 M,+12.25%
599,SFC,Schaffer Corporation Ltd,$15.07,-0.43,-2.77%,$205.18 M,+5.83%
600,AVZ,AVZ Minerals Ltd,$0.072,-0.001,-1.37%,$205.09 M,+50.00%
601,WXOZ,SPDR S&P World Ex Australia Fund,$33.58,+0.24,+0.72%,$204.96 M,+1.54%
602,-,CVC,CVC Ltd,$1.72,0.00,0.00%,$201.28 M
603,TIE,Tietto Minerals Ltd,$0.445,+0.02,+4.71%,$200.83 M,+23.61%
604,MHJ,Michael Hill International Ltd,$0.515,-0.005,-0.96%,$199.74 M,-25.90%
605,SMR,Stanmore Coal Ltd,$0.73,+0.015,+2.10%,$197.40 M,-25.53%
606,-,MYR,Myer Holdings Ltd,$0.24,0.00,0.00%,$197.11 M
607,-,NWSLV,News Corporation,$18.71,0.00,0.00%,$196.23 M
608,AUT,Auteco Minerals Ltd,$0.125,+0.01,+8.70%,$195.90 M,"+1,150.00%"
609,VVA,Viva Leisure Ltd,$2.69,+0.09,+3.46%,$192.37 M,+12.27%
610,FRI,Finbar Group Ltd,$0.705,-0.01,-1.40%,$191.85 M,-18.02%
611,VBND,Vanguard Global Aggregate Bond INDEX (Hedged) ETF,$53.08,+0.05,+0.09%,$191.07 M,-0.66%
612,SYR,Syrah Resources Ltd,$0.46,+0.02,+4.55%,$190.84 M,+3.37%
613,-,SDA,Speedcast International Ltd,$0.79,0.00,0.00%,$189.40 M
614,ALF,Australian Leaders Fund Ltd,$0.985,+0.01,+1.03%,$189.19 M,+2.07%
615,ISEC,Ishares Enhanced Cash ETF,$100.53,+0.03,+0.03%,$188.57 M,+0.13%
616,-,TRA,Turners Automotive Group Ltd,$2.20,0.00,0.00%,$188.22 M
617,TGP,360 Capital Group,$0.82,-0.005,-0.61%,$188.21 M,-28.38%
618,-,EGN,Engenco Ltd,$0.60,0.00,0.00%,$188.09 M
619,ICQ,Icar Asia Ltd,$0.435,-0.005,-1.14%,$187.66 M,+52.63%
620,ST1,Spirit Technology Solutions Ltd,$0.345,+0.015,+4.55%,$186.53 M,+53.33%
621,YOJ,Yojee Ltd,$0.17,-0.005,-2.86%,$186.01 M,+136.11%
622,IJR,Ishares S&P Small-Cap ETF,$105.26,+2.29,+2.22%,$185.09 M,-9.71%
623,CGS,Cogstate Ltd,$1.085,-0.025,-2.25%,$184.58 M,+178.21%
624,HFR,Highfield Resources Ltd,$0.56,+0.01,+1.82%,$184.58 M,-15.15%
625,EVS,Envirosuite Ltd,$0.18,+0.01,+5.88%,$184.44 M,-38.98%
626,KCN,Kingsgate Consolidated Ltd,$0.815,+0.055,+7.24%,$184.37 M,+87.36%
627,TECH,ETFs Morningstar Global Technology ETF,$87.07,+0.11,+0.13%,$183.74 M,+12.03%
628,GLL,Galilee Energy Ltd,$0.675,-0.065,-8.78%,$183.23 M,-24.58%
629,WBT,Weebit Nano Ltd,$1.735,+0.225,+14.90%,$182.37 M,+333.75%
630,-,WMA,Wam Alternative Assets Ltd,$0.94,0.00,0.00%,$182.20 M
631,-,WGO,Warrego Energy Ltd,$0.19,0.00,0.00%,$181.42 M
632,-,IMA,Image Resources NL,$0.185,0.00,0.00%,$181.16 M
633,VCF,Vanguard International Credit Securities INDEX (Hedged) ETF,$49.13,+0.04,+0.08%,$180.07 M,-2.21%
634,5GN,5G Networks Ltd,$1.62,+0.035,+2.21%,$179.46 M,+131.43%
635,WMX,Wiluna Mining Corporation Ltd,$1.78,-0.02,-1.11%,$178.84 M,+36.92%
636,FUEL,Betashares Global Energy Companies ETF - Currency Hedged,$2.98,+0.11,+3.83%,$178.26 M,-46.40%
637,APD,Apn Property Group,$0.54,-0.005,-0.92%,$178.10 M,0.00%
638,MAD,Mader Group Ltd,$0.885,-0.015,-1.67%,$177.00 M,-16.11%
639,-,EMV,Emvision Medical Devices Ltd,$3.30,0.00,0.00%,$176.30 M
640,VEQ,Vanguard Ftse Europe Shares ETF,$51.25,+0.91,+1.81%,$175.40 M,-12.00%
641,SYI,SPDR MSCI Australia Select High Dividend Yield Fund,$25.36,+0.64,+2.59%,$174.67 M,-13.68%
642,F100,Betashares Ftse 100 ETF,$8.01,+0.18,+2.30%,$174.67 M,-22.46%
643,OOO,Betashares Crude Oil INDEX ETF-Currency Hedged (Synthetic),$3.62,+0.17,+4.93%,$174.47 M,-75.41%
644,3PL,3P Learning Ltd,$1.24,+0.005,+0.41%,$172.96 M,+31.92%
645,IHWL,Ishares Core MSCI World All Cap (Aud Hedged) ETF,$35.08,+0.52,+1.51%,$172.63 M,-1.43%
646,MML,Medusa Mining Ltd,$0.83,+0.045,+5.73%,$172.47 M,+9.93%
647,FID,Fiducian Group Ltd,$5.47,-0.01,-0.18%,$171.99 M,-3.01%
648,PLT,Plenti Group Ltd,$1.01,+0.005,+0.50%,$170.52 M,-22.31%
649,ATU,Atrum Coal Ltd,$0.295,+0.015,+5.36%,$169.55 M,-13.24%
650,MOAT,Vaneck Vectors Morningstar Wide Moat ETF,$76.77,+0.77,+1.01%,$169.12 M,+0.04%
651,WCMQ,WCM Quality Global Growth Fund (Quoted Managed Fund),$7.14,+0.04,+0.56%,$168.86 M,+22.47%
652,FWD,Fleetwood Corporation Ltd,$1.78,+0.015,+0.85%,$168.41 M,-21.59%
653,RFG,Retail Food Group Ltd,$0.079,+0.005,+6.76%,$167.49 M,-41.48%
654,-,ADO,Anteotech Ltd,$0.098,0.00,0.00%,$167.45 M
655,PCG,Pengana Capital Group Ltd,$1.625,-0.005,-0.31%,$167.42 M,-9.72%
656,PAXX,Platinum Asia Fund (Quoted Managed Hedge Fund),$5.42,+0.01,+0.19%,$167.02 M,+23.74%
657,-,BYE,Byron Energy Ltd,$0.16,0.00,0.00%,$166.45 M
658,FLC,Fluence Corporation Ltd,$0.265,-0.015,-5.36%,$165.59 M,-41.11%
659,-,RCE,Recce Pharmaceuticals Ltd,$0.95,0.00,0.00%,$164.95 M
660,CTM,Centaurus Metals Ltd,$0.505,+0.025,+5.21%,$164.56 M,+110.42%
661,CAI,Calidus Resources Ltd,$0.61,+0.045,+7.97%,$164.20 M,+134.62%
662,POS,Poseidon Nickel Ltd,$0.062,+0.001,+1.64%,$163.85 M,+19.23%
663,-,ENN,Elanor Investors Group,$1.37,0.00,0.00%,$163.82 M
664,KSC,K & S Corporation Ltd,$1.27,-0.08,-5.93%,$163.56 M,-20.63%
665,-,D2O,Duxton Water Ltd,$1.36,0.00,0.00%,$162.35 M
666,-,BBX,BBX Minerals Ltd,$0.38,0.00,0.00%,$161.41 M
667,AIM,Access Innovation Holdings Ltd,$1.115,-0.005,-0.45%,$160.98 M,-13.23%
668,-,CYC,Cyclopharm Ltd,$2.00,0.00,0.00%,$160.55 M
669,RDY,Readytech Holdings Ltd,$2.00,+0.01,+0.50%,$160.01 M,+7.53%
670,GNG,GR Engineering Services Ltd,$1.03,+0.015,+1.48%,$159.81 M,+37.33%
671,NET,Netlinkz Ltd,$0.074,+0.003,+4.23%,$159.74 M,-52.26%
672,ILB,Ishares Government Inflation ETF,$132.56,+0.57,+0.43%,$159.65 M,+4.18%
673,LYL,Lycopodium Ltd,$4.00,-0.02,-0.50%,$158.96 M,-27.01%
674,-,GMD,Genesis Minerals Ltd,$0.082,0.00,0.00%,$158.90 M
675,VTG,Vita Group Ltd,$0.96,+0.01,+1.05%,$158.07 M,-21.63%
676,-,WJA,Wameja Ltd,$0.13,0.00,0.00%,$157.41 M
677,NCZ,New Century Resources Ltd,$0.16,+0.01,+6.67%,$156.58 M,-58.97%
678,PM8,Pensana Rare EARTHS Plc,$1.175,+0.055,+4.91%,$154.99 M,+552.78%
679,-,DWS,DWS Ltd,$1.175,0.00,0.00%,$154.90 M
680,-,CLH,Collection House Ltd,$1.085,0.00,0.00%,$154.01 M
681,ORR,Orecorp Ltd,$0.485,+0.035,+7.78%,$153.90 M,+21.25%
682,-,EAI,Ellerston Asian Investments Ltd,$1.16,0.00,0.00%,$153.54 M
683,-,BUD,Buddy Technologies Ltd,$0.059,0.00,0.00%,$153.52 M
684,EGF,Evans & Partners Global Flagship Fund,$1.475,-0.005,-0.34%,$153.44 M,-12.72%
685,-,PET,Phoslock Environmental Technologies Ltd,$0.245,0.00,0.00%,$153.13 M
686,MTO,Motorcycle Holdings Ltd,$2.47,+0.02,+0.82%,$152.42 M,+6.47%
687,-,SVM,Sovereign Metals Ltd,$0.385,0.00,0.00%,$151.78 M
688,-,GVF,Global Value Fund Ltd,$1.025,0.00,0.00%,$151.52 M
689,KLL,Kalium Lakes Ltd,$0.18,+0.005,+2.86%,$151.05 M,-61.29%
690,REX,Regional Express Holdings Ltd,$1.37,-0.005,-0.36%,$150.91 M,+2.62%
691,PPG,Pro-Pac Packaging Ltd,$0.185,-0.015,-7.50%,$150.06 M,+48.00%
692,HAS,Hastings Technology Metals Ltd,$0.125,-0.005,-3.85%,$150.04 M,-30.56%
693,ONT,1300 Smiles Ltd,$6.33,+0.02,+0.32%,$149.88 M,+0.48%
694,-,SOM,Somnomed Ltd,$1.805,0.00,0.00%,$149.38 M
695,BNDS,Betashares Legg Mason Australian Bond Fund (Managed Fund),$27.53,+0.13,+0.47%,$148.75 M,+2.11%
696,FMS,Flinders Mines Ltd,$0.035,-0.001,-2.78%,$147.74 M,-49.48%
697,EGG,Enero Group Ltd,$1.70,+0.015,+0.89%,$147.31 M,-20.93%
698,-,SHJ,Shine Justice Ltd,$0.85,0.00,0.00%,$147.27 M
699,ROBO,ETFs Robo Global Robotics and Automation ETF,$71.95,+0.73,+1.03%,$146.61 M,+19.42%
700,VESG,Vanguard Ethically Conscious International Shares INDEX ETF,$58.42,+0.5,+0.86%,$145.94 M,+6.49%
701,-,ESR,Estrella Resources Ltd,$0.185,0.00,0.00%,$145.73 M
702,-,MRC,Mineral Commodities Ltd,$0.32,0.00,0.00%,$145.63 M
703,ED1,Evans Dixon Ltd,$0.62,+0.01,+1.64%,$145.47 M,-26.19%
704,-,VTH,Vitalharvest Freehold Trust,$0.77,0.00,0.00%,$142.45 M
705,FOR,Forager Australian Shares Fund,$1.26,+0.015,+1.21%,$142.27 M,+3.70%
706,-,MIH,MNC Media Investment Ltd,$3.60,0.00,0.00%,$141.09 M
707,MVE,Vaneck Vectors S&P/ASX Midcap ETF,$30.99,+0.73,+2.41%,$140.63 M,+7.34%
708,-,BCI,BCI Minerals Ltd,$0.235,0.00,0.00%,$140.62 M
709,-,QIP,QANTM Intellectual Property Ltd,$1.03,0.00,0.00%,$139.72 M
710,TGN,Tungsten Mining NL,$0.18,+0.02,+12.50%,$138.68 M,-7.69%
711,MYL,Myanmar Metals Ltd,$0.073,+0.001,+1.39%,$138.38 M,+55.32%
712,RND,Rand Mining Ltd,$2.30,-0.1,-4.17%,$138.34 M,-10.85%
713,-,IKE,Ikegps Group Ltd,$1.05,0.00,0.00%,$138.04 M
714,-,TGM,Theta Gold Mines Ltd,$0.30,0.00,0.00%,$137.68 M
715,AMS,Atomos Ltd,$0.63,+0.05,+8.62%,$137.64 M,-62.50%
716,NTU,Northern Minerals Ltd,$0.031,+0.001,+3.33%,$137.39 M,-39.22%
717,FZO,Family ZONE Cyber Safety Ltd,$0.41,-0.005,-1.21%,$136.66 M,+134.29%
718,KIN,KIN Mining NL,$0.195,+0.005,+2.63%,$136.50 M,+347.84%
719,-,ARV,Artemis Resources Ltd,$0.12,0.00,0.00%,$136.05 M
720,AGD,Austral Gold Ltd,$0.24,+0.01,+4.35%,$135.86 M,+224.32%
721,-,NXS,Next Science Ltd,$1.13,0.00,0.00%,$135.25 M
722,CNEW,Vaneck Vectors China New Economy ETF,$9.70,+0.05,+0.52%,$134.88 M,+44.99%
723,CCR,Credit Clear Ltd,$0.85,+0.05,+6.25%,$134.62 M,+84.78%
724,AT1,Atomo Diagnostics Ltd,$0.33,+0.01,+3.13%,$134.32 M,-15.39%
725,BID,Bidenergy Ltd,$0.99,+0.06,+6.45%,$133.83 M,+75.22%
726,SRG,SRG Global Ltd,$0.30,+0.005,+1.70%,$133.74 M,-26.83%
727,OKU,Oklo Resources Ltd,$0.265,+0.005,+1.92%,$133.44 M,+89.29%
728,RAC,Race Oncology Ltd,$1.04,+0.075,+7.77%,$132.65 M,+766.67%
729,WIC,Westoz Investment Company Ltd,$0.99,-0.01,-1.00%,$132.45 M,-7.91%
730,-,SGH,Slater & Gordon Ltd,$0.955,0.00,0.00%,$132.20 M
731,OGC,Oceanagold Corporation,$1.88,+0.03,+1.62%,$132.18 M,-45.51%
732,-,APZ,Aspen Group,$1.135,0.00,0.00%,$132.08 M
733,-,RDG,Resource Development Group Ltd,$0.052,0.00,0.00%,$131.57 M
734,EAF,Evans & Partners Asia Fund,$1.345,+0.035,+2.67%,$131.32 M,+3.46%
735,MAI,Mainstream Group Holdings Ltd,$0.95,-0.03,-3.06%,$131.19 M,+72.73%
736,-,MNS,Magnis Energy Technologies Ltd,$0.185,0.00,0.00%,$130.81 M
737,IMM,Immutep Ltd,$0.265,+0.005,+1.92%,$130.61 M,-5.36%
738,NML,Navarre Minerals Ltd,$0.24,+0.015,+6.67%,$130.19 M,+128.57%
739,ETPMAG,ETFs Group,$32.32,+0.13,+0.40%,$129.50 M,+29.96%
740,-,RMY,Rma Global Ltd,$0.27,0.00,0.00%,$129.43 M
741,-,WHA,Wattle Health Australia Ltd,$0.53,0.00,0.00%,$129.37 M
742,AVA,AVA Risk Group Ltd,$0.54,+0.01,+1.89%,$129.27 M,+350.00%
743,-,CUE,CUE Energy Resources Ltd,$0.185,0.00,0.00%,$129.15 M
744,HTG,Harvest Technology Group Ltd,$0.275,-0.005,-1.79%,$128.85 M,+854.86%
745,-,PBP,Probiotec Ltd,$1.72,0.00,0.00%,$128.62 M
746,BOC,Bougainville Copper Ltd,$0.32,+0.04,+14.29%,$128.34 M,+220.00%
747,BDC,Bardoc Gold Ltd,$0.074,+0.001,+1.37%,$128.09 M,-22.11%
748,NWF,Newfield Resources Ltd,$0.22,-0.005,-2.22%,$127.89 M,+41.94%
749,EX20,Betashares Australian Ex-20 Portfolio Diversifier ETF,$17.45,+0.42,+2.47%,$127.87 M,-7.77%
750,MOC,Mortgage Choice Ltd,$1.02,-0.03,-2.86%,$127.50 M,-26.62%
751,FSA,FSA Group Ltd,$1.02,-0.02,-1.92%,$127.29 M,-4.67%
752,VMT,Vmoto Ltd,$0.46,+0.03,+6.98%,$126.80 M,+228.57%
753,HCH,Hot Chili Ltd,$0.052,+0.001,+1.96%,$126.15 M,+44.52%
754,-,EXP,Experience Co Ltd,$0.225,0.00,0.00%,$125.06 M
755,-,CDD,Cardno Ltd,$0.28,0.00,0.00%,$124.52 M
756,IJH,Ishares S&P Mid-Cap ETF,$276.07,+5.04,+1.86%,$124.09 M,-3.62%
757,BTI,Bailador Technology Investments Ltd,$1.01,+0.02,+2.02%,$124.09 M,+4.66%
758,A2B,A2B Australia Ltd,$1.03,-0.03,-2.83%,$124.04 M,-35.63%
759,SSG,Shaver Shop Group Ltd,$0.98,-0.005,-0.51%,$123.93 M,+46.27%
760,-,AEG,Absolute Equity Performance Fund Ltd,$1.345,0.00,0.00%,$123.87 M
761,ALC,Alcidion Group Ltd,$0.125,-0.005,-3.85%,$123.84 M,-39.02%
762,IWLD,Ishares Core MSCI World All Cap ETF,$36.65,+0.27,+0.74%,$123.82 M,-1.58%
763,TNG,TNG Ltd,$0.11,+0.005,+4.76%,$123.70 M,+27.12%
764,WVOL,Ishares Edge MSCI World Minimum Volatility ETF,$31.72,+0.3,+0.96%,$123.33 M,-6.84%
765,VDCO,Vanguard Diversified Conservative INDEX ETF,$54.64,+0.31,+0.57%,$122.72 M,-1.01%
766,-,TTM,Titan Minerals Ltd,$0.11,0.00,0.00%,$122.67 M
767,HVST,Betashares Australian Dividend Harvester Fund (Managed Fund),$12.65,+0.11,+0.88%,$122.59 M,-15.67%
768,SMP,Smartpay Holdings Ltd,$0.585,-0.005,-0.85%,$122.54 M,+207.90%
769,AVG,Australian Vintage Ltd,$0.435,-0.005,-1.14%,$122.11 M,-13.86%
770,TSO,Tesoro Resources Ltd,$0.29,+0.01,+3.57%,$122.04 M,"+2,575.15%"
771,AIS,Aeris Resources Ltd,$0.064,+0.002,+3.23%,$121.41 M,+38.31%
772,IXI,Ishares Global Consumer Staples ETF,$77.04,+0.97,+1.28%,$121.35 M,-1.80%
773,AMX,Aerometrex Ltd,$1.285,+0.015,+1.18%,$121.30 M,-29.97%
774,CXL,CALIX Ltd,$0.815,+0.005,+0.62%,$120.96 M,+14.79%
775,4DS,4DS Memory Ltd,$0.092,-0.002,-2.13%,$120.49 M,+67.27%
776,GCY,Gascoyne Resources Ltd,$0.48,+0.01,+2.13%,$120.41 M,"+1,517.94%"
777,-,OSL,Oncosil Medical Ltd,$0.145,0.00,0.00%,$120.15 M
778,TOT,360 Capital REIT,$0.865,-0.005,-0.58%,$120.06 M,-24.78%
779,BSA,BSA Ltd,$0.275,-0.005,-1.79%,$119.08 M,-32.10%
780,-,PGL,Prospa Group Ltd,$0.73,0.00,0.00%,$118.15 M
781,-,ITG,Intega Group Ltd,$0.265,0.00,0.00%,$118.00 M
782,DNK,Danakali Ltd,$0.37,+0.005,+1.37%,$117.93 M,-43.08%
783,RTG,RTG Mining Inc,$0.19,-0.005,-2.56%,$117.39 M,+137.50%
784,NZM,NZME Ltd,$0.595,+0.05,+9.17%,$116.95 M,+65.28%
785,MYQ,Myfiziq Ltd,$0.98,-0.01,-1.01%,$116.75 M,+262.96%
786,-,DUG,DUG Technology Ltd,$1.17,0.00,0.00%,$116.38 M
787,NEU,Neuren Pharmaceuticals Ltd,$1.015,+0.005,+0.50%,$116.33 M,-60.35%
788,FANG,ETFs Fang+ ETF,$14.88,-0.02,-0.13%,$116.09 M,+45.03%
789,-,EER,East Energy Resources Ltd,$0.036,0.00,0.00%,$115.24 M
790,-,OVH,Onevue Holdings Ltd,$0.43,0.00,0.00%,$115.21 M
791,-,ERF,Elanor Retail Property Fund,$0.89,0.00,0.00%,$114.57 M
792,GDG,Generation Development Group Ltd,$0.65,+0.03,+4.84%,$114.33 M,-6.43%
793,SDV,Scidev Ltd,$0.75,+0.04,+5.63%,$114.17 M,+7.14%
794,CCV,Cash Converters International,$0.185,-0.005,-2.63%,$114.04 M,-15.91%
795,AZY,Antipa Minerals Ltd,$0.046,+0.001,+2.22%,$113.92 M,+228.57%
796,ATEC,Betashares S&P/ASX Australian Technology ETF,$20.47,+0.32,+1.59%,$113.66 M,+39.82%
797,IGL,Ive Group Ltd,$0.765,+0.015,+2.00%,$113.38 M,-61.94%
798,EEG,Empire Energy Group Ltd,$0.35,-0.02,-5.41%,$113.24 M,-19.54%
799,ZBT,ZEBIT Inc,$1.195,-0.005,-0.42%,$112.68 M,+14.35%
800,CEL,Challenger Exploration Ltd,$0.205,-0.01,-4.65%,$112.35 M,+205.97%
801,BSX,Blackstone Minerals Ltd,$0.35,+0.02,+6.06%,$112.12 M,+191.67%
802,ARU,Arafura Resources Ltd,$0.096,+0.006,+6.67%,$112.11 M,+5.50%
803,RSH,Respiri Ltd,$0.155,+0.005,+3.33%,$111.50 M,+98.72%
804,-,FEMX,Fidelity Global Emerging Markets Fund (Managed Fund),$5.99,0.00,0.00%,$111.41 M
805,CUP,Countplus Ltd,$0.975,+0.025,+2.63%,$111.37 M,-7.14%
806,NNT,99 Technology Ltd,$0.096,+0.003,+3.23%,$111.33 M,+26.32%
807,-,BOE,Boss Resources Ltd,$0.061,0.00,0.00%,$111.24 M
808,GTK,Gentrack Group Ltd,$1.125,+0.015,+1.35%,$110.98 M,-76.56%
809,G1A,Galena Mining Ltd,$0.24,+0.01,+4.35%,$110.85 M,-30.44%
810,-,RXL,ROX Resources Ltd,$0.054,0.00,0.00%,$110.48 M
811,IZZ,Ishares China Large-Cap ETF,$64.31,+1.38,+2.19%,$110.16 M,+4.84%
812,-,FAR,FAR Ltd,$0.011,0.00,0.00%,$109.77 M
813,COG,Consolidated Operations Group Ltd,$0.068,+0.002,+3.03%,$109.54 M,-29.27%
814,-,TER,Terracom Ltd,$0.145,0.00,0.00%,$109.27 M
815,BCN,Beacon Minerals Ltd,$0.038,-0.001,-2.56%,$108.94 M,0.00%
816,RVR,Red River Resources Ltd,$0.21,-0.005,-2.33%,$108.73 M,+44.83%
817,SUBD,Vaneck Vectors Australian Subordinated Debt ETF,$25.07,+0.04,+0.16%,$108.30 M,+0.16%
818,-,AMN,Agrimin Ltd,$0.55,0.00,0.00%,$108.18 M
819,FHS,Freehill Mining Ltd,$0.069,+0.002,+2.99%,$108.15 M,+305.88%
820,-,SXE,Southern Cross Electrical Engineering Ltd,$0.435,0.00,0.00%,$107.90 M
821,-,EWC,Energy World Corporation Ltd,$0.06,0.00,0.00%,$107.74 M
822,EOL,Energy One Ltd,$4.17,+0.12,+2.96%,$107.29 M,+68.15%
823,ZYAU,ETFs S&P/ASX 300 High Yield Plus ETF,$8.96,+0.11,+1.24%,$107.09 M,-20.50%
824,VLC,Vanguard MSCI Australian Large Companies INDEX ETF,$60.82,+1.19,+2.00%,$107.09 M,-10.64%
825,-,NZO,New Zealand Oil & Gas Ltd,$0.65,0.00,0.00%,$106.88 M
826,E25,Element 25 Ltd,$0.83,+0.02,+2.47%,$106.81 M,+315.00%
827,SWF,Selfwealth Ltd,$0.52,+0.015,+2.97%,$106.79 M,+136.36%
828,BEAR,Betashares Australian Equities Bear (Hedge Fund),$11.59,-0.24,-2.03%,$106.57 M,-3.01%
829,NMT,Neometals Ltd,$0.195,+0.005,+2.63%,$106.34 M,+5.41%
830,VR1,Vection Technologies Ltd,$0.11,+0.005,+4.76%,$106.23 M,+547.06%
831,DSK,Dusk Group Ltd,$1.705,+0.015,+0.89%,$106.17 M,0.00%
832,TOP,Thorney Opportunities Ltd,$0.53,+0.01,+1.92%,$105.67 M,-19.70%
833,JHC,Japara Healthcare Ltd,$0.395,+0.01,+2.60%,$105.56 M,-66.53%
834,-,AEI,Aeris Environmental Ltd,$0.435,0.00,0.00%,$105.51 M
835,IGB,Ishares Treasury ETF,$114.56,+0.46,+0.40%,$104.82 M,+1.15%
836,MSV,Mitchell Services Ltd,$0.525,+0.005,+0.96%,$104.60 M,-6.25%
837,MLL,Mali Lithium Ltd,$0.145,+0.005,+3.57%,$104.46 M,+81.25%
838,-,WAT,Waterco Ltd,$2.91,0.00,0.00%,$104.17 M
839,-,SFX,Sheffield Resources Ltd,$0.30,0.00,0.00%,$103.82 M
840,-,CII,Ci Resources Ltd,$0.895,0.00,0.00%,$103.45 M
841,SEC,Spheria Emerging Companies Ltd,$1.68,+0.03,+1.82%,$102.92 M,-0.59%
842,AXE,Archer Materials Ltd,$0.455,+0.025,+5.81%,$102.30 M,+213.79%
843,-,LAU,Lindsay Australia Ltd,$0.34,0.00,0.00%,$101.84 M
844,EVO,Evolve Education Group Ltd,$0.091,+0.002,+2.25%,$101.79 M,-43.13%
845,MCA,Murray Cod Australia Ltd,$0.18,-0.005,-2.70%,$101.68 M,+12.50%
846,NSC,Naos Small Cap Opportunities Company Ltd,$0.65,-0.01,-1.52%,$101.62 M,-12.75%
847,-,GPR,Geopacific Resources Ltd,$0.58,0.00,0.00%,$101.53 M
848,WXHG,SPDR S&P World Ex Australia (Hedged) Fund,$22.57,+0.3,+1.35%,$100.52 M,-2.88%
849,NOX,Noxopharm Ltd,$0.47,+0.005,+1.08%,$100.22 M,+29.81%
850,-,FBR,FBR Ltd,$0.048,0.00,0.00%,$99.80 M
851,ISO,Ishares S&P/ASX Small Ordinaries ETF,$4.77,+0.1,+2.14%,$99.79 M,-5.36%
852,VBLD,Vanguard Global Infrastructure INDEX ETF,$55.30,+0.86,+1.58%,$99.72 M,-7.70%
853,STA,Strandline Resources Ltd,$0.19,-0.005,-2.56%,$99.35 M,+52.00%
854,-,MDR,Medadvisor Ltd,$0.40,0.00,0.00%,$99.18 M
855,TDI,360 Capital Digital Infrastructure Fund,$1.72,-0.035,-1.99%,$98.85 M,-8.02%
856,TWD,Tamawood Ltd,$3.49,+0.07,+2.05%,$98.76 M,-3.59%
857,QFE,Quickfee Ltd,$0.49,+0.015,+3.16%,$98.72 M,+24.05%
858,KZA,KAZIA Therapeutics Ltd,$0.78,-0.01,-1.27%,$98.41 M,+103.49%
859,-,ANS,Austsino Resources Group Ltd,$0.017,0.00,0.00%,$97.75 M
860,AGI,Ainsworth Game Technology Ltd,$0.29,-0.015,-4.92%,$97.67 M,-63.29%
861,EPD,Empired Ltd,$0.605,+0.025,+4.31%,$96.97 M,+98.36%
862,-,PCK,Painchek Ltd,$0.086,0.00,0.00%,$96.91 M
863,MVB,Vaneck Vectors Australian Banks ETF,$21.27,+0.2,+0.95%,$96.19 M,-21.66%
864,-,AGH,Althea Group Holdings Ltd,$0.41,0.00,0.00%,$95.66 M
865,ORN,Orion Minerals Ltd,$0.028,+0.001,+3.70%,$95.13 M,+21.74%
866,-,IRD,Iron Road Ltd,$0.135,0.00,0.00%,$93.65 M
867,DTZ,DOTZ Nano Ltd,$0.25,+0.005,+2.04%,$93.63 M,+509.76%
868,-,RYD,Ryder Capital Ltd,$1.55,0.00,0.00%,$93.63 M
869,ACQ,Acorn Capital Investment Fund Ltd,$1.395,+0.02,+1.46%,$93.51 M,+20.54%
870,LRK,Lark Distilling Co. Ltd,$1.49,+0.02,+1.36%,$93.13 M,+46.08%
871,-,TZN,Terramin Australia Ltd,$0.044,0.00,0.00%,$93.13 M
872,MVR,Vaneck Vectors Australian Resources ETF,$26.90,+0.76,+2.91%,$92.94 M,-8.81%
873,-,BRI,Big River Industries Ltd,$1.48,0.00,0.00%,$92.47 M
874,IOD,Iodm Ltd,$0.165,-0.005,-2.94%,$92.32 M,-19.51%
875,GNX,GENEX Power Ltd,$0.18,+0.005,+2.86%,$92.07 M,-2.70%
876,IHOO,Ishares Global 100 Aud Hedged ETF,$120.20,+1.62,+1.37%,$92.03 M,+1.01%
877,CAN,Cann Group Ltd,$0.34,+0.03,+9.68%,$91.77 M,-67.46%
